@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing
http://environment.data.gov.uk/water-quality/data/measurement/NE-1717403-6455,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500601,NE-49500601,CALDER AT A62 COOPER BRIDGE,2023-02-16T14:38:00,Zinc - as Zn,Zinc,6455,"",10,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),417590,420638
http://environment.data.gov.uk/water-quality/data/measurement/NE-1719236-4822,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500601,NE-49500601,CALDER AT A62 COOPER BRIDGE,2023-03-20T14:55:00,Zn BLM Bio,Zinc : BLM Bioavailable,4822,"",4,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),417590,420638
http://environment.data.gov.uk/water-quality/data/measurement/NE-1719236-0239,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500601,NE-49500601,CALDER AT A62 COOPER BRIDGE,2023-03-20T14:55:00,Ca Filtered,"Calcium, Dissolved",0239,"",16,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),417590,420638
http://environment.data.gov.uk/water-quality/data/measurement/NE-1719236-3408,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500601,NE-49500601,CALDER AT A62 COOPER BRIDGE,2023-03-20T14:55:00,Zn- Filtered,"Zinc, Dissolved",3408,"",8,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),417590,420638
http://environment.data.gov.uk/water-quality/data/measurement/NE-1719236-0301,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500601,NE-49500601,CALDER AT A62 COOPER BRIDGE,2023-03-20T14:55:00,C - Org Filt,"Carbon, Organic, Dissolved as C :- {DOC}",0301,"",4.1,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),417590,420638
http://environment.data.gov.uk/water-quality/data/measurement/NE-1719236-6455,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500601,NE-49500601,CALDER AT A62 COOPER BRIDGE,2023-03-20T14:55:00,Zinc - as Zn,Zinc,6455,"",8.6,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),417590,420638
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0172,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Chloride Ion,Chloride,0172,"",100,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-3409,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Cr- Filtered,"Chromium, Dissolved",3409,<,0.5,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0052,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Pb Filtered,"Lead, Dissolved",0052,"",0.11,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-6045,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,As-Filtered,"Arsenic, Dissolved",6045,<,1,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Cond @ 25C,Conductivity at 25 C,0077,"",1112,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-3410,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Ni- Filtered,"Nickel, Dissolved",3410,"",3,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-6396,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,TurbidityNTU,Turbidity,6396,"",5.4,"",ntu,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-7887,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,CHLOROPHYLL,Chlorophyll : Acetone Extract,7887,"",12,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",97.8,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",7.2,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-3781,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Benzene,Benzene,3781,<,0.1,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0106,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Cd Filtered,"Cadmium, Dissolved",0106,"",0.021,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0182,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,SiO2 Rv,"Silica, reactive as SiO2",0182,"",7.5,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,NH3 un-ion,Ammonia un-ionised as N,0119,"",0.00197,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0239,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Ca Filtered,"Calcium, Dissolved",0239,"",68,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0205,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Na- Filtered,"Sodium, Dissolved",0205,"",97,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0301,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,C - Org Filt,"Carbon, Organic, Dissolved as C :- {DOC}",0301,"",4.8,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,pH,pH,0061,"",7.86,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",0.14,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0209,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,K- Filtered,"Potassium, Dissolved",0209,"",9.1,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Temp Water,Temperature of Water,0076,"",10.8,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-6460,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Fe- Filt,"Iron, Dissolved",6460,"",190,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-6450,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Cu Filtered,"Copper, Dissolved",6450,"",2.2,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0348,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Phosphorus-P,"Phosphorus, Total as P",0348,"",1.1,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-3408,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Zn- Filtered,"Zinc, Dissolved",3408,"",7.4,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Nitrite-N,Nitrite as N,0118,"",0.058,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-4994,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,MR Screen,GCMS Screen : Target Based multi-residue screening : Semi Quantitative,4994,"",1,"",text,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0103,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Hg Filtered,"Mercury, Dissolved",0103,<,0.01,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.94,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Nitrate-N,Nitrate as N,0117,"",7.14,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-6458,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Mn- Filtered,"Manganese, Dissolved",6458,"",230,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-7859,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,SO4dis,"Sulphate, Dissolved as SO4",7859,"",180,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",10.8,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721010-9447,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301422,NE-49301422,DEARNE AT PASTURES BRIDGE,2023-04-24T12:26:00,B - Filtered,"Boron, Dissolved",9447,<,100,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),449753,400740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715853-0301,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-01-25T11:59:00,C - Org Filt,"Carbon, Organic, Dissolved as C :- {DOC}",0301,"",3.7,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715853-4822,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-01-25T11:59:00,Zn BLM Bio,Zinc : BLM Bioavailable,4822,"",1.4,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715853-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-01-25T11:59:00,pH,pH,0061,"",8.01,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715853-0239,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-01-25T11:59:00,Ca Filtered,"Calcium, Dissolved",0239,"",68,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715853-3408,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-01-25T11:59:00,Zn- Filtered,"Zinc, Dissolved",3408,"",3.1,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1718468-4822,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-03-07T15:09:00,Zn BLM Bio,Zinc : BLM Bioavailable,4822,"",0.76,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1718468-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-03-07T15:09:00,pH,pH,0061,"",8.53,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1718468-0239,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-03-07T15:09:00,Ca Filtered,"Calcium, Dissolved",0239,"",69,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1718468-3408,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-03-07T15:09:00,Zn- Filtered,"Zinc, Dissolved",3408,"",1.7,"",ug/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1718468-0301,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-03-07T15:09:00,C - Org Filt,"Carbon, Organic, Dissolved as C :- {DOC}",0301,"",3.7,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721064-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-04-25T12:02:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",12.5,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721064-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-04-25T12:02:00,Nitrite-N,Nitrite as N,0118,"",0.14,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721064-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-04-25T12:02:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",108.6,"",%,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721064-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-04-25T12:02:00,Cond @ 25C,Conductivity at 25 C,0077,"",843,"",us/cm,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721064-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-04-25T12:02:00,NH3 un-ion,Ammonia un-ionised as N,0119,"",0.0101,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721064-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-04-25T12:02:00,Temp Water,Temperature of Water,0076,"",9.2,"",cel,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721064-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-04-25T12:02:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",11,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721064-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-04-25T12:02:00,Orthophospht,"Orthophosphate, reactive as P",0180,<,0.01,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721064-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-04-25T12:02:00,pH,pH,0061,"",8.08,"",phunits,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721064-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-04-25T12:02:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",0.59,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721064-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-04-25T12:02:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",230,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721064-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-04-25T12:02:00,BOD ATU,BOD : 5 Day ATU,0085,"",1.6,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721064-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-04-25T12:02:00,Nitrate-N,Nitrate as N,0117,"",3.06,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721064-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-04-25T12:02:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",3.2,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721583-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-05-02T12:55:00,Cond @ 25C,Conductivity at 25 C,0077,"",745,"",us/cm,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721583-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-05-02T12:55:00,Nitrite-N,Nitrite as N,0118,"",0.12,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721583-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-05-02T12:55:00,pH,pH,0061,"",8.08,"",phunits,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721583-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405117,NE-49405117,WYKE BECK AT HALTON MOOR ROAD,2023-05-02T12:55:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.015,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (LOCAL MONITORING),433749,432643
